qa_id,entity_type,entity_id,severity,issue_type,issue,recommended_action,status
QA-EF4AB569A9,Product,PRD-EB513BCB63,Medium,Production readiness verification,Boston Scientific M00552350 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-EEDAB198D8,Product,PRD-EC1BF76FBC,Medium,Production readiness verification,Merit Medical 90129-208 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-AF3478D90A,Product,PRD-EC45CB0F5D,Medium,Current U.S. availability,Karl Storz 10320AA is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-247394D87E,Product,PRD-EC55EE1E59,Medium,Production readiness verification,Novatech 03581S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-81F199A663,Product,PRD-ECDF9A7AFB,Medium,Production readiness verification,Merit Medical AERO1415 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-C3514A93E9,Product,PRD-ED212D7E3C,Medium,Current U.S. availability,Richard Wolf 8905.351 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-D392B2D6C0,Product,PRD-ED3B1867AC,Medium,Production readiness verification,Merit Medical AERO815 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-085451CFEA,Product,PRD-ED3D613CD2,Medium,Production readiness verification,Boston Scientific M00576350 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-8E67957D6D,Product,PRD-ED5A6147B6,Medium,Current U.S. availability,Richard Wolf 15114175 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-DA30990B83,Product,PRD-ED98C24F0E,Medium,Current U.S. availability,Richard Wolf 8282.33 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-E223262692,Product,PRD-EEA17CA0DB,Medium,Current U.S. availability,Richard Wolf 8379.672 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-81E35BF4AC,Product,PRD-EF6C5DE6CC,Medium,Production readiness verification,Olympus FB-241D.A is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-D4360C89BA,Product,PRD-F00EF2568E,Medium,Current U.S. availability,Karl Storz 10540 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-EC28ADC9FB,Product,PRD-F010140B5E,Medium,Production readiness verification,Novatech 04291S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-CF291A88DF,Product,PRD-F0279D2028,Medium,Production readiness verification,Novatech 03001S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-2BDD75F83F,Product,PRD-F12AF814EE,Medium,Current U.S. availability,Karl Storz 10383F is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-CE505A2C86,Product,PRD-F146CD24CF,Medium,Current U.S. availability,Karl Storz 10318DP is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-936BBF5422,Product,PRD-F14EF79E1A,Medium,Current U.S. availability,Karl Storz 10924D is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-186048CAF1,Product,PRD-F1712066B6,Medium,Current U.S. availability,Karl Storz 26072BA is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-C52DC13212,Product,PRD-F1DC24ED97,Medium,Current U.S. availability,Richard Wolf 8464.63 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-AD62AA1878,Product,PRD-F2007DBCC0,Medium,Production readiness verification,Boston Scientific M00558731 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-CD3FD13533,Product,PRD-F227995333,Medium,Production readiness verification,Merit Medical 90129-317 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5267F520A6,Product,PRD-F2F9633FBF,Medium,Production readiness verification,Novatech 03491S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-311C4CCDAD,Product,PRD-F32CE903FF,Medium,Production readiness verification,Merit Medical 90129-313 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-2319509872,Product,PRD-F3307DB1D4,Medium,Production readiness verification,Cook Medical G24062 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-D2D90A4180,Product,PRD-F376B6A68F,Medium,Current U.S. availability,Olympus K10035366 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-F54C46D74E,Product,PRD-F3BBB75E29,Medium,Production readiness verification,Rocket Medical R54410-16-17 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-2ADCFC978E,Product,PRD-F408B46806,Medium,Production readiness verification,Boston Scientific M00564121 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-633DB52B53,Product,PRD-F40F385751,Medium,Current U.S. availability,Richard Wolf 8465.63 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-2F80A892F3,Product,PRD-F4B03B6DFA,Medium,Production readiness verification,Novatech 02BRD9158 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-1D31CFB04F,Product,PRD-F4B4C5FC4D,Medium,Current U.S. availability,Karl Storz 10383CC is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-A433E1460E,Product,PRD-F510911B2C,Medium,Current U.S. availability,Olympus OFP-2 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-C2B6D5C4A1,Product,PRD-F527A8F44E,Medium,Production readiness verification,Novatech 04441FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-7BD8A5B5D9,Product,PRD-F54BF5D38E,Medium,Production readiness verification,Novatech 03641S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
